"","location","total_sqft","bath","price","bhk"
"3360","Hoskote","1065","2","33.75","2"
"3361","Hoskote","509","1","23","1"
"3362","Hosur Road","1656","2","120","2"
"3363","Hosur Road","1194","2","69","2"
"3364","Hosur Road","1175","2","48","3"
"3365","Hosur Road","1145","2","60","3"
"3366","Hosur Road","3300","5","240","5"
"3367","Hosur Road","1510","2","105","3"
"3368","Hosur Road","1427","2","80.63","3"
"3369","Hosur Road","1508","2","110","3"
"3370","Hosur Road","460","1","21","1"
"3371","Hosur Road","1733","2","85","3"
"3372","Hosur Road","1179","2","49","2"
"3373","Hosur Road","950","2","60","2"
"3374","Hosur Road","1194","2","71.64","2"
"3375","Hosur Road","1766","3","130","3"
"3376","Hosur Road","1689","3","103","3"
"3377","Hosur Road","3600","5","180","5"
"3378","Hosur Road","1170","2","48","2"
"3379","Hosur Road","1250","2","55","2"
"3380","Hosur Road","1689","3","103","3"
"3381","Hosur Road","3000","4","160","4"
"3382","Hosur Road","2000","4","130","4"
"3383","Hosur Road","1250","2","65","2"
"3384","Hosur Road","1689","3","103","3"
"3385","Hosur Road","1250","2","50","3"
"3386","Hosur Road","1685","3","90","3"
"3387","Hosur Road","1223","2","93","2"
"3388","Hosur Road","1464","3","56","3"
"3389","Hosur Road","1919","3","117","3"
"3390","Hulimavu","1125","2","50","2"
"3391","Hulimavu","1242","2","51","2"
"3392","Hulimavu","1650","3","78","3"
"3393","Hulimavu","1823","3","100","3"
"3394","Hulimavu","1300","2","36","2"
"3395","Hulimavu","1080","2","43.2","2"
"3396","Hulimavu","1100","2","71.5","2"
"3397","Hulimavu","1758","3","65","3"
"3398","Hulimavu","688","1","50","1"
"3399","Hulimavu","1255","2","73","2"
"3400","Hulimavu","1200","4","75","4"
"3401","Hulimavu","1058","2","48","2"
"3402","Hulimavu","1375","2","80","2"
"3403","Hulimavu","1248","2","69","2"
"3404","Hulimavu","1818","3","135","3"
"3405","Hulimavu","1225","2","55","2"
"3406","Hulimavu","1255","2","74","2"
"3407","Hulimavu","1175","2","45","2"
"3408","Hulimavu","1255","2","69","2"
"3409","Hulimavu","1255","2","66","2"
"3410","Hulimavu","3035","5","271","3"
"3411","Hulimavu","3035","5","220","3"
"3412","Hulimavu","1127","2","65","2"
"3413","Hulimavu","1200","2","50","2"
"3414","Hulimavu","1450","3","72","3"
"3415","Hulimavu","1200","2","75","2"
"3416","Hulimavu","1430","2","90","3"
"3417","Hulimavu","850","1","39.5","2"
"3418","Hulimavu","1000","2","45","2"
"3419","Hulimavu","1320","2","59","3"
"3420","Hulimavu","2000","4","100","4"
"3421","Hulimavu","3560","5","318","4"
"3422","Hulimavu","1011","2","38","2"
"3423","Hulimavu","1276","2","76","2"
"3424","Hulimavu","1500","2","90","2"
"3425","Hulimavu","1021","2","76","2"
"3426","Hulimavu","581","1","29","1"
"3427","Hulimavu","935","2","45","2"
"3428","Hulimavu","1050","2","125","2"
"3429","Hulimavu","1320","2","65","3"
"3430","Hulimavu","1200","4","75","4"
"3431","Hulimavu","1260","2","82","3"
"3432","Hulimavu","450","1","20","1"
"3433","Hulimavu","1231","2","84.5","2"
"3434","Hulimavu","1916","2","150","3"
"3435","Hulimavu","1115","2","44.6","2"
"3436","ISRO Layout","4400","6","250","6"
"3437","ISRO Layout","1000","2","60","2"
"3438","ISRO Layout","1180","2","52","2"
"3439","ISRO Layout","1000","2","60","2"
"3440","ISRO Layout","1310","2","68","3"
"3441","ISRO Layout","4200","4","255","4"
"3442","ISRO Layout","1050","2","51","2"
"3443","ISRO Layout","1370","2","87","3"
"3444","ITPL","1200","3","56.12","3"
"3445","ITPL","1200","3","56.12","3"
"3446","ITPL","1200","3","56.12","3"
"3447","ITPL","1500","3","61.52","3"
"3448","Iblur Village","3235","3","235","3"
"3449","Iblur Village","3596","5","290","4"
"3450","Iblur Village","1920","3","130","3"
"3451","Iblur Village","1995","3","135","3"
"3452","Iblur Village","3596","5","282","4"
"3453","Iblur Village","1918","3","129","3"
"3454","Iblur Village","3596","5","252","4"
"3455","Iblur Village","2100","4","145","3"
"3456","Iblur Village","1920","3","150","3"
"3457","Iblur Village","1920","3","130","3"
"3458","Iblur Village","1920","3","150","3"
"3459","Iblur Village","2000","4","138","3"
"3460","Iblur Village","3596","5","260","4"
"3461","Iblur Village","3596","5","279","4"
"3462","Iblur Village","2666","4","200","3"
"3463","Iblur Village","5384","5","420","5"
"3464","Iblur Village","3596","5","297","4"
"3465","Iblur Village","5515","6","425","5"
"3466","Iblur Village","1920","3","130","3"
"3467","Iblur Village","3596","4","268","4"
"3468","Iblur Village","3596","5","251","4"
"3469","Indira Nagar","2200","4","200","4"
"3470","Indira Nagar","1200","2","93","2"
"3471","Indira Nagar","1128","2","105","2"
"3472","Indira Nagar","2800","3","330","3"
"3473","Indira Nagar","1650","3","200","3"
"3474","Indira Nagar","1875","3","180","3"
"3475","Indira Nagar","1210","2","102","2"
"3476","Indira Nagar","1224","2","105","2"
"3477","Indira Nagar","2070","3","225","3"
"3478","Indira Nagar","500","1","70","1"
"3479","Indira Nagar","1400","2","168","2"
"3480","Indira Nagar","2400","4","525","4"
"3481","Indira Nagar","1407","3","120","3"
"3482","Indira Nagar","1145","2","100","2"
"3483","Indira Nagar","1470","2","170","2"
"3484","Indira Nagar","2700","3","324","3"
"3485","Indira Nagar","850","1","57","1"
"3486","Indira Nagar","3250","8","600","8"
"3487","Indira Nagar","2601","4","312","3"
"3488","Indira Nagar","1260","2","100","2"
"3489","Indira Nagar","1740","3","191","3"
"3490","Indira Nagar","1650","3","220","3"
"3491","Indira Nagar","1700","3","150","3"
"3492","Indira Nagar","3200","3","250","4"
"3493","Indira Nagar","1440","3","275","3"
"3494","Indira Nagar","1475","2","171","2"
"3495","Indira Nagar","3200","4","440","4"
"3496","Indira Nagar","4000","4","700","4"
"3497","Indira Nagar","850","1","60","1"
"3498","Indira Nagar","2400","4","405","4"
"3499","Indira Nagar","1800","5","350","5"
"3500","Indira Nagar","1500","3","120","3"
"3501","Indira Nagar","2200","3","160","3"
"3502","Indira Nagar","1650","3","200","3"
"3503","Indira Nagar","2800","4","365","4"
"3504","Indira Nagar","1260","2","120","2"
"3505","Indira Nagar","1149","2","130","2"
"3506","Indira Nagar","1650","3","150","3"
"3507","Indira Nagar","2400","6","475","6"
"3508","JP Nagar","1850","3","150","3"
"3509","JP Nagar","1000","2","35","2"
"3510","JP Nagar","1100","2","70","2"
"3511","JP Nagar","940","2","49","2"
"3512","JP Nagar","2500","3","135","3"
"3513","JP Nagar","1078","2","45","2"
"3514","JP Nagar","1050","1","44","1"
"3515","JP Nagar","1200","2","62","2"
"3516","JP Nagar","1300","2","90.87","2"
"3517","JP Nagar","1315","2","85.4","3"
"3518","JP Nagar","1690","3","112","3"
"3519","JP Nagar","3000","4","140","4"
"3520","JP Nagar","3000","4","140","4"
"3521","JP Nagar","3300","4","160","3"
"3522","JP Nagar","1150","2","49.9","3"
"3523","JP Nagar","750","1","52.5","1"
"3524","JP Nagar","1200","2","78","2"
"3525","JP Nagar","1850","2","110","3"
"3526","JP Nagar","1100","2","45","2"
"3527","JP Nagar","1197","2","47.88","2"
"3528","JP Nagar","2700","4","160","7"
"3529","JP Nagar","1500","2","82","3"
"3530","JP Nagar","820","2","45","2"
"3531","JP Nagar","1750","3","123","3"
"3532","JP Nagar","1275","2","43.6","3"
"3533","JP Nagar","1600","3","83","3"
"3534","JP Nagar","3000","3","150","4"
"3535","JP Nagar","2050","3","82","3"
"3536","JP Nagar","745","1","34.27","1"
"3537","JP Nagar","1800","6","68","6"
"3538","JP Nagar","1150","2","90","2"
"3539","JP Nagar","1450","2","55","3"
"3540","JP Nagar","1960","3","138","3"
"3541","JP Nagar","1500","2","87","4"
"3542","JP Nagar","1590","2","85","3"
"3543","JP Nagar","1250","2","60","2"
"3544","JP Nagar","1125","2","39.98","2"
"3545","JP Nagar","2400","3","196","3"
"3546","JP Nagar","1300","2","91.65","2"
"3547","JP Nagar","1107","2","57","2"
"3548","JP Nagar","1250","2","93","2"
"3549","JP Nagar","1500","2","108","3"
"3550","JP Nagar","1405","2","99","2"
"3551","JP Nagar","1157","2","73","2"
"3552","JP Nagar","1500","2","82","3"
"3553","JP Nagar","1048","2","44","2"
"3554","Jakkur","1417","2","75","2"
"3555","Jakkur","1590","2","125","3"
"3556","Jakkur","1279","2","77","2"
"3557","Jakkur","1710","3","107","3"
"3558","Jakkur","1396","2","86.51","3"
"3559","Jakkur","3467.86","6","249","4"
"3560","Jakkur","1865","3","124","3"
"3561","Jakkur","1100","2","53.35","2"
"3562","Jakkur","1760","3","139","3"
"3563","Jakkur","1290","2","100","2"
"3564","Jakkur","1452.19","2","100","2"
"3565","Jakkur","1798","3","120","3"
"3566","Jakkur","1300","2","85","2"
"3567","Jakkur","1950","3","131","3"
"3568","Jakkur","1858","3","98.3","3"
"3569","Jakkur","1230","2","76","2"
"3570","Jakkur","1374","3","68","3"
"3571","Jakkur","1290","2","80","2"
"3572","Jakkur","1760","3","110","3"
"3573","Jakkur","2283","4","130","4"
"3574","Jakkur","1483","2","98","2"
"3575","Jakkur","1482","3","86","3"
"3576","Jakkur","1645","3","100","3"
"3577","Jakkur","1650","3","111","3"
"3578","Jakkur","1622","2","80","3"
"3579","Jakkur","2423","4","160","3"
"3580","Jakkur","2197","3","136","3"
"3581","Jakkur","1125","2","65","2"
"3582","Jakkur","1230","2","79","2"
"3583","Jakkur","1202","2","79","2"
"3584","Jakkur","1858","3","123","3"
"3585","Jakkur","1798","3","110","3"
"3586","Jakkur","1785","3","130","3"
"3587","Jakkur","1080","2","60","2"
"3588","Jakkur","1816","3","119","3"
"3589","Jakkur","1424","2","80","2"
"3590","Jakkur","1290","2","85","2"
"3591","Jakkur","1300","2","80","2"
"3592","Jakkur","1290","2","80.04","2"
"3593","Jakkur","1282","2","72","2"
"3594","Jakkur","1880","4","110","3"
"3595","Jakkur","1660","3","104","3"
"3596","Jakkur","1291","2","75","2"
"3597","Jakkur","1473","2","85","2"
"3598","Jakkur","1485","3","72","3"
"3599","Jakkur","1660","3","104","3"
"3600","Jakkur","1950","3","131","3"
"3601","Jakkur","1432","2","85","2"
"3602","Jakkur","1150","3","65","3"
"3603","Jakkur","1710","3","110","3"
"3604","Jalahalli","1400","3","77","3"
"3605","Jalahalli","2250","3","160","3"
"3606","Jalahalli","1694","2","125","2"
"3607","Jalahalli","1870","3","110","3"
"3608","Jalahalli","1400","1","80","2"
"3609","Jalahalli","1045","2","76.77","2"
"3610","Jalahalli","1615","3","89.75","3"
"3611","Jalahalli","2113","3","155","3"
"3612","Jalahalli","1932","4","135","3"
"3613","Jalahalli","1045","2","58","2"
"3614","Jalahalli","1200","4","90","4"
"3615","Jalahalli","1020","2","52","2"
"3616","Jalahalli","2384","4","165","3"
"3617","Jalahalli","790","2","49.5","2"
"3618","Jalahalli","1395","3","82","3"
"3619","Jalahalli","1770","3","100","3"
"3620","Jalahalli","1569","3","118","3"
"3621","Jalahalli","600","1","37","1"
"3622","Jalahalli","615","1","46","1"
"3623","Jalahalli","2404","3","138","3"
"3624","Jalahalli","905","2","55","2"
"3625","Jalahalli","1000","2","70","2"
"3626","Jalahalli","615","1","46","1"
"3627","Jalahalli","1704","3","94.36","3"
"3628","Jalahalli","1470","2","102","3"
"3629","Jalahalli","1244","2","88","2"
"3630","Jalahalli","1407","2","98.49","2"
"3631","Jalahalli","1200","2","66","1"
"3632","Jalahalli","1530","2","89","3"
"3633","Jalahalli","1045","2","76.77","2"
"3634","Jalahalli","1575","4","100","3"
"3635","Jalahalli","2086","3","160","3"
"3636","Jalahalli","980","2","60","3"
"3637","Jalahalli","1313","2","68","2"
"3638","Jalahalli","1881","3","115","3"
"3639","Jalahalli","1405","2","85","3"
"3640","Jalahalli East","750","1","40","1"
"3641","Jalahalli East","1260","2","60","3"
"3642","Jalahalli East","1020","2","58","2"
"3643","Jalahalli East","1300","2","63","3"
"3644","Jalahalli East","1010","2","52","2"
"3645","Jalahalli East","1010","2","52","2"
"3646","Jigani","1252","3","55","3"
"3647","Jigani","918","2","52","2"
"3648","Jigani","918","2","48","2"
"3649","Jigani","1230","3","54","3"
"3650","Jigani","914","2","47","2"
"3651","Jigani","927","2","55","2"
"3652","Jigani","920","2","46","2"
"3653","Jigani","2400","4","130","3"
"3654","Jigani","918","2","45","2"
"3655","Jigani","918","2","63.2","2"
"3656","Jigani","933","2","43","2"
"3657","Jigani","918","2","55","2"
"3658","Jigani","2400","3","149","3"
"3659","Jigani","937","2","44","2"
"3660","Jigani","1252","3","61","3"
"3661","Jigani","923","2","50","2"
"3662","Jigani","1250","3","58","3"
"3663","Jigani","1252","3","63","3"
"3664","Jigani","1221","3","72","3"
"3665","Jigani","918","2","49","2"
"3666","Jigani","1221","3","52","3"
"3667","Jigani","914","2","49","2"
"3668","Jigani","918","2","50","2"
"3669","Jigani","1200","3","65","3"
"3670","Jigani","914","2","55","2"
"3671","Jigani","1352","3","65","3"
"3672","Jigani","1230","3","60","3"
"3673","Jigani","1221","3","65","3"
"3674","Jigani","1221","3","75","3"
"3675","Jigani","1252","3","70","3"
"3676","Jigani","1221","3","65","3"
"3677","Jigani","1252","3","59","3"
"3678","Jigani","939","2","39","2"
"3679","Jigani","1221","3","70","3"
"3680","Jigani","1300","3","55","3"
"3681","Jigani","1231","3","58","3"
"3682","Jigani","943","2","48","2"
"3683","Jigani","918","2","56","2"
"3684","Jigani","1245","3","66","3"
"3685","Jigani","1221","3","65","3"
"3686","Jigani","943","2","49.5","2"
"3687","Judicial Layout","1300","3","64","3"
"3688","Judicial Layout","2070","3","162","3"
"3689","Judicial Layout","1700","3","155","3"
"3690","Judicial Layout","1100","2","53","3"
"3691","Judicial Layout","1165","2","49.61","2"
"3692","Judicial Layout","5400","4","700","5"
"3693","Judicial Layout","1500","3","162","4"
"3694","Judicial Layout","900","2","40","2"
"3695","Judicial Layout","1989","4","155","3"
"3696","KR Puram","930","2","39","2"
"3697","KR Puram","1155","2","42.74","2"
"3698","KR Puram","1225","2","46.55","2"
"3699","KR Puram","1100","2","47","2"
"3700","KR Puram","1200","2","71","2"
"3701","KR Puram","1455","3","46","3"
"3702","KR Puram","750","2","25","2"
"3703","KR Puram","1015","2","43","2"
"3704","KR Puram","1470","2","86","2"
"3705","KR Puram","714","1","28","1"
"3706","KR Puram","1142","2","51","2"
"3707","KR Puram","1115","2","33.45","2"
"3708","KR Puram","1021","2","48","2"
"3709","KR Puram","1035","2","40.5","2"
"3710","KR Puram","1550","2","71","2"
"3711","KR Puram","1100","2","46","2"
"3712","KR Puram","1290","2","49.02","2"
"3713","KR Puram","1100","2","43","2"
"3714","KR Puram","950","2","40","2"
"3715","KR Puram","1156","2","72","2"
"3716","KR Puram","1000","2","60","2"
"3717","KR Puram","1930","2","57.9","3"
"3718","KR Puram","1452","3","60","3"
"3719","KR Puram","1001","2","30","2"
"3720","KR Puram","750","2","40","2"
"3721","KR Puram","2000","6","85","6"
"3722","KR Puram","1000","2","44.5","2"
"3723","KR Puram","1200","2","47","2"
"3724","KR Puram","1200","1","65","2"
"3725","KR Puram","1076","2","67","2"
"3726","KR Puram","1140","2","43.32","2"
"3727","KR Puram","4300","6","175","6"
"3728","KR Puram","1200","2","42","2"
"3729","KR Puram","1430","2","61","3"
"3730","KR Puram","1040","2","50","2"
"3731","KR Puram","1200","4","83","4"
"3732","KR Puram","734","2","22","2"
"3733","KR Puram","1120","2","36","2"
"3734","KR Puram","1150","2","42","2"
"3735","KR Puram","4600","9","200","9"
"3736","KR Puram","1050","2","55","2"
"3737","KR Puram","1057","2","30","2"
"3738","KR Puram","1085","2","46.5","2"
"3739","KR Puram","1700","3","105","3"
"3740","KR Puram","1200","2","72","2"
"3741","KR Puram","3628","4","246","4"
"3742","KR Puram","2000","2","75","2"
"3743","KR Puram","1100","2","45","2"
"3744","KR Puram","1035","2","40","2"
"3745","KR Puram","1116","2","45","2"
"3746","KR Puram","1290","2","69","2"
"3747","KR Puram","1300","2","57","3"
"3748","KR Puram","866.28","2","36.38","2"
"3749","KR Puram","1096","2","43","2"
"3750","KR Puram","1204","2","58","2"
"3751","KR Puram","700","1","21.5","1"
"3752","KR Puram","1205","2","45.79","2"
"3753","KR Puram","1827","3","97","3"
"3754","KR Puram","1075","2","32.25","2"
"3755","KR Puram","1400","2","60","3"
"3756","KR Puram","1100","2","39.9","2"
"3757","KR Puram","2800","6","110","7"
"3758","KR Puram","1020","2","39","2"
"3759","KR Puram","1200","2","75","2"
"3760","KR Puram","1245","2","60","2"
"3761","Kadubeesanahalli","1665","3","70","3"
"3762","Kadubeesanahalli","1532","3","115","3"
"3763","Kadubeesanahalli","1545","2","66","3"
"3764","Kadubeesanahalli","1424","2","75","3"
"3765","Kadubeesanahalli","1257","2","93","2"
"3766","Kadubeesanahalli","1365","3","80","3"
"3767","Kadubeesanahalli","1257","2","105","2"
"3768","Kadubeesanahalli","1184","2","55","2"
"3769","Kadubeesanahalli","1185","2","55","2"
"3770","Kadubeesanahalli","1140","2","78","2"
"3771","Kadugodi","1260","2","54","3"
"3772","Kadugodi","1762","3","91.45","3"
"3773","Kadugodi","1198","2","58","2"
"3774","Kadugodi","1580","2","65","3"
"3775","Kadugodi","1890","4","127","3"
"3776","Kadugodi","3750","4","210","4"
"3777","Kadugodi","1762","3","110","3"
"3778","Kadugodi","1900","3","108","3"
"3779","Kadugodi","1314","2","68.2","2"
"3780","Kadugodi","1645","2","82","3"
"3781","Kadugodi","1100","2","45","2"
"3782","Kadugodi","1711","3","75","3"
"3783","Kadugodi","1314","2","78","2"
"3784","Kadugodi","1762","3","112","3"
"3785","Kadugodi","1314","2","83","2"
"3786","Kadugodi","1351","2","78","3"
"3787","Kadugodi","1010","2","50","2"
"3788","Kadugodi","1890","4","125","3"
"3789","Kadugodi","1152","2","61","2"
"3790","Kadugodi","1394","2","56","2"
"3791","Kadugodi","1762","3","112","3"
"3792","Kadugodi","1890","4","125","3"
"3793","Kadugodi","1430","2","55","3"
"3794","Kadugodi","3000","4","134","4"
"3795","Kadugodi","1614","2","59","3"
"3796","Kadugodi","1088","2","44","2"
"3797","Kadugodi","1875","2","110","3"
"3798","Kadugodi","1150","2","42","2"
"3799","Kadugodi","1762","3","109","3"
"3800","Kadugodi","1314","2","80","2"
"3801","Kadugodi","1196","2","60","2"
"3802","Kaggadasapura","1280","2","56","3"
"3803","Kaggadasapura","1275","2","52","2"
"3804","Kaggadasapura","2150","4","100","4"
"3805","Kaggadasapura","1150","2","42","2"
"3806","Kaggadasapura","1110","2","53","2"
"3807","Kaggadasapura","1060","2","48","2"
"3808","Kaggadasapura","1350","3","55.5","3"
"3809","Kaggadasapura","1063","2","42","2"
"3810","Kaggadasapura","1470","2","75","3"
"3811","Kaggadasapura","1615","3","58","3"
"3812","Kaggadasapura","1050","2","48","2"
"3813","Kaggadasapura","1132","2","42","2"
"3814","Kaggadasapura","1100","2","58","2"
"3815","Kaggadasapura","1325","2","50","2"
"3816","Kaggadasapura","1200","2","53","2"
"3817","Kaggadasapura","1035","2","45.5","2"
"3818","Kaggadasapura","1180","1","50","2"
"3819","Kaggadasapura","1140","2","46","2"
"3820","Kaggadasapura","1340","3","66","3"
"3821","Kaggadasapura","1256","2","50","3"
"3822","Kaggadasapura","1500","3","75","3"
"3823","Kaggadasapura","1215","2","43","2"
"3824","Kaggadasapura","1225","2","48","2"
"3825","Kaggadasapura","1805","2","75","3"
"3826","Kaggadasapura","1540","3","75","3"
"3827","Kaggadasapura","1240","2","45","2"
"3828","Kaggadasapura","1560","2","72","3"
"3829","Kaggadasapura","1240","2","58.58","2"
"3830","Kaggadasapura","1000","2","43","2"
"3831","Kaggadasapura","1225","2","48","2"
"3832","Kaggadasapura","2500","5","120","3"
"3833","Kaggadasapura","960","2","45","2"
"3834","Kaggadasapura","775","2","29.5","2"
"3835","Kaggadasapura","1250","2","47","3"
"3836","Kaggadasapura","1455","3","75","3"
"3837","Kaggadasapura","1045","2","55","2"
